,CanonicalFusionName,Gene1,Gene2,ProfileID,ModelID,TotalReadsSupportingFusion,TotalFusionCoverage,FFPM,SplitReads1,SplitReads2,DiscordantMates,Strand1,Strand2,ReadingFrame
31064,FRG1KP--ZCCHC7,ZCCHC7 (ENSG00000147905.18),FRG1KP (ENSG00000280286.1),PR-2OGFOX,ACH-000611,4,554,0.06762995162835339,2,2,0,+/+,-/-,.
31065,ICMT--SZRD1,ICMT (ENSG00000116237.16),SZRD1 (ENSG00000055070.17),PR-2OGFOX,ACH-000611,38,740,0.6424845404693573,8,11,19,-/-,+/+,in-frame
31066,ICMT--SZRD1,ICMT (ENSG00000116237.16),SZRD1 (ENSG00000055070.17),PR-2OGFOX,ACH-000611,55,3380,0.9299118348898592,2,6,47,-/-,+/+,out-of-frame
31067,IFT80--KLHL11,IFT80 (ENSG00000068885.15),KLHL11 (ENSG00000178502.6),PR-2OGFOX,ACH-000611,2,83,0.033814975814176695,0,2,0,-/-,-/-,.
31068,NUS1--RP11-667F9.2,NUS1 (ENSG00000153989.8),RP11-667F9.2 (ENSG00000238124.1),PR-2OGFOX,ACH-000611,3,348,0.05072246372126505,1,2,0,+/+,+/+,out-of-frame
31069,POU2F2--ZCCHC7,POU2F2 (ENSG00000028277.21),ZCCHC7 (ENSG00000147905.18),PR-2OGFOX,ACH-000611,19,58,0.32124227023467866,1,5,13,-/-,+/+,.
31070,PVT1--ZCCHC7,PVT1 (ENSG00000249859.12),ZCCHC7 (ENSG00000147905.18),PR-2OGFOX,ACH-000611,1868,38740,31.583187410441038,124,179,1565,+/+,+/+,.
31071,ABCA13--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (.),ABCA13 (ENSG00000179869.15),PR-Myvrcc,ACH-000612,7,65550,0.11816232600175489,1,5,1,./+,+/+,.
31072,AC005613.1--HCP5,AC005613.1 (ENSG00000287390.1),HCP5 (ENSG00000206337.12),PR-Myvrcc,ACH-000612,5,26,0.08440166142982491,2,0,3,-/.,+/.,.
31073,AKAP9--PEX2,PEX2 (ENSG00000164751.15),AKAP9 (ENSG00000127914.19),PR-Myvrcc,ACH-000612,2,628,0.033760664571929964,2,0,0,-/-,+/+,.
31074,ANKRD20A5P--RP11-348N17.2,ANKRD20A5P (ENSG00000186481.16),RP11-348N17.2 (.),PR-Myvrcc,ACH-000612,8,303,0.13504265828771986,0,2,6,+/+,./+,.
31075,ATP5F1CP1--FRG1BP,FRG1BP (ENSG00000149531.15),ATP5F1CP1 (.),PR-Myvrcc,ACH-000612,3,295,0.05064099685789495,3,0,0,+/+,./+,.
31076,B2M--MTCO1P40,MTCO1P40 (ENSG00000262902.1),B2M (ENSG00000166710.21),PR-Myvrcc,ACH-000612,51,53959,0.8608969465842141,0,47,4,+/-,+/+,.
31077,BMS1--PARG,PARG (ENSG00000227345.9),BMS1 (ENSG00000165733.8),PR-Myvrcc,ACH-000612,18,456,0.3038459811473697,6,5,7,-/-,+/+,in-frame
31078,BMS1P1--PARG,PARG (ENSG00000227345.9),BMS1P1 (ENSG00000204177.10),PR-Myvrcc,ACH-000612,4,222,0.06752132914385993,0,2,2,-/-,+/+,out-of-frame
31079,CD53--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (.),CD53 (ENSG00000143119.14),PR-Myvrcc,ACH-000612,5,69795,0.08440166142982491,1,3,1,./+,+/+,.
31080,CFLAR--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (.),CFLAR (ENSG00000003402.20),PR-Myvrcc,ACH-000612,8,70630,0.13504265828771986,1,6,1,./+,+/+,.
31081,CRLF3--SUZ12P1,SUZ12P1 (ENSG00000264538.6),CRLF3 (ENSG00000176390.12),PR-Myvrcc,ACH-000612,31,296,0.5232903008649145,11,14,6,+/+,-/-,.
31082,CTC-546K23.1--NC_001436.1@HTLV1gp1@1724740,CTC-546K23.1 (ENSG00000229855.9),NC_001436.1@HTLV1gp1@1724740 (.),PR-Myvrcc,ACH-000612,5,65548,0.08440166142982491,3,2,0,+/.,./.,.
31083,CTD-2126E3.6--LRRC4B,CTD-2126E3.6 (ENSG00000287001.1),LRRC4B (.),PR-Myvrcc,ACH-000612,3,8,0.05064099685789495,1,0,2,-/-,./+,.
31084,CTD-2227I18.1--NC_001436.1@HTLV1gp1@1724740,CTD-2227I18.1 (ENSG00000249236.2),NC_001436.1@HTLV1gp1@1724740 (.),PR-Myvrcc,ACH-000612,33,22955,0.5570509654368444,7,16,10,+/.,./.,.
31085,CTD-2227I18.1--NC_001436.1@HTLV1gp6@1491937,CTD-2227I18.1 (ENSG00000249236.2),NC_001436.1@HTLV1gp6@1491937 (NC_001436.1@HTLV1gp6@1491937),PR-Myvrcc,ACH-000612,620,48017,10.46580601729829,347,198,75,+/.,+/.,.
31086,CTD-2227I18.1--NC_001436.1@HTLV1gp7@1491938,CTD-2227I18.1 (ENSG00000249236.2),NC_001436.1@HTLV1gp7@1491938 (NC_001436.1@HTLV1gp7@1491938),PR-Myvrcc,ACH-000612,620,48017,10.46580601729829,347,198,75,+/.,+/.,.
31087,CYP2C8--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (.),CYP2C8 (ENSG00000138115.15),PR-Myvrcc,ACH-000612,5,65543,0.08440166142982491,0,3,2,./+,-/-,.
31088,DCTN4--NC_001436.1@HTLV1gp6@1491937,NC_001436.1@HTLV1gp6@1491937 (.),DCTN4 (ENSG00000132912.13),PR-Myvrcc,ACH-000612,7,39664,0.11816232600175489,2,2,3,./+,-/-,.
31089,DNAJA2--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (.),DNAJA2 (ENSG00000069345.12),PR-Myvrcc,ACH-000612,51,66187,0.8608969465842141,8,24,19,./+,-/-,.
31090,DNAJA2--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (NC_001436.1@HTLV1gp1@1724740),DNAJA2 (ENSG00000069345.12),PR-Myvrcc,ACH-000612,32,19341,0.5401706331508794,8,4,20,+/+,-/-,.
31091,DNAJA2--NC_001436.1@HTLV1gp6@1491937,NC_001436.1@HTLV1gp6@1491937 (NC_001436.1@HTLV1gp6@1491937),DNAJA2 (ENSG00000069345.12),PR-Myvrcc,ACH-000612,36,19341,0.6076919622947394,12,24,0,+/+,-/-,.
31092,FBXW11P1--SOD1,FBXW11P1 (.),SOD1 (ENSG00000142168.15),PR-Myvrcc,ACH-000612,11,3216,0.1856836551456148,3,2,6,./+,+/+,.
31093,FRG1DP--MLLT10P1,FRG1DP (ENSG00000282870.1),MLLT10P1 (.),PR-Myvrcc,ACH-000612,25,418,0.4220083071491246,1,24,0,+/+,./+,.
31094,GLI2--NC_001436.1@HTLV1gp6@1491937,GLI2 (ENSG00000074047.22),NC_001436.1@HTLV1gp6@1491937 (NC_001436.1@HTLV1gp6@1491937),PR-Myvrcc,ACH-000612,85,47290,1.4348282443070235,48,23,14,+/.,+/.,.
31095,GLI2--NC_001436.1@HTLV1gp6@1491937,NC_001436.1@HTLV1gp6@1491937 (.),GLI2 (ENSG00000074047.22),PR-Myvrcc,ACH-000612,821,40977,13.85875280677725,221,300,300,./+,+/+,.
31096,GLI2--NC_001436.1@HTLV1gp7@1491938,GLI2 (ENSG00000074047.22),NC_001436.1@HTLV1gp7@1491938 (NC_001436.1@HTLV1gp7@1491938),PR-Myvrcc,ACH-000612,85,47290,1.4348282443070235,48,23,14,+/.,+/.,.
31097,GRM2--RP11-314A5.7,GRM2 (.),RP11-314A5.7 (ENSG00000285749.2),PR-Myvrcc,ACH-000612,11,59,0.1856836551456148,4,2,5,./+,+/+,.
31098,GS1-24F4.2--NC_001436.1@HTLV1gp6@1491937,GS1-24F4.2 (ENSG00000245857.3),NC_001436.1@HTLV1gp6@1491937 (.),PR-Myvrcc,ACH-000612,718,84721,12.120078581322858,306,180,232,+/.,./.,.
31099,IL15--NC_001436.1@HTLV1gp6@1491937,NC_001436.1@HTLV1gp6@1491937 (.),IL15 (ENSG00000164136.17),PR-Myvrcc,ACH-000612,918,49066,15.496145038515854,318,300,300,./+,+/+,.
31100,IL6ST--NC_001436.1@HTLV1gp1@1724740,IL6ST (ENSG00000134352.20),NC_001436.1@HTLV1gp1@1724740 (NC_001436.1@HTLV1gp1@1724740),PR-Myvrcc,ACH-000612,18,15744,0.3038459811473697,1,13,4,-/-,+/+,.
31101,IL6ST--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (NC_001436.1@HTLV1gp1@1724740),IL6ST (ENSG00000134352.20),PR-Myvrcc,ACH-000612,21,20519,0.35448697800526463,6,5,10,+/+,-/-,.
31102,IL6ST--NC_001436.1@HTLV1gp6@1491937,IL6ST (ENSG00000134352.20),NC_001436.1@HTLV1gp6@1491937 (NC_001436.1@HTLV1gp6@1491937),PR-Myvrcc,ACH-000612,620,48017,10.46580601729829,347,198,75,-/.,+/.,.
31103,IL6ST--NC_001436.1@HTLV1gp6@1491937,NC_001436.1@HTLV1gp6@1491937 (.),IL6ST (ENSG00000134352.20),PR-Myvrcc,ACH-000612,709,41336,11.968155590749173,148,300,261,./+,-/-,.
31104,IL6ST--NC_001436.1@HTLV1gp6@1491937,NC_001436.1@HTLV1gp6@1491937 (NC_001436.1@HTLV1gp6@1491937),IL6ST (ENSG00000134352.20),PR-Myvrcc,ACH-000612,26,20519,0.43888863943508954,12,14,0,+/+,-/-,.
31105,IL6ST--NC_001436.1@HTLV1gp7@1491938,IL6ST (ENSG00000134352.20),NC_001436.1@HTLV1gp7@1491938 (NC_001436.1@HTLV1gp7@1491938),PR-Myvrcc,ACH-000612,620,48017,10.46580601729829,347,198,75,-/.,+/.,.
31106,JUN--NC_001436.1@HTLV1gp1@1724740,NC_001436.1@HTLV1gp1@1724740 (.),JUN (ENSG00000177606.8),PR-Myvrcc,ACH-000612,8,65544,0.13504265828771986,3,4,1,./+,-/-,.
31107,KIF20B--KIF20B,KIF20B (ENSG00000138182.15),KIF20B (ENSG00000138182.15),PR-Myvrcc,ACH-000612,30,268,0.5064099685789495,10,20,0,+/+,+/+,in-frame
31108,LINC02458--NC_001436.1@HTLV1gp1@1724740,LINC02458 (ENSG00000246363.3),NC_001436.1@HTLV1gp1@1724740 (.),PR-Myvrcc,ACH-000612,22,65565,0.3713673102912296,12,5,5,-/.,./.,.
31109,NC_001436.1@HTLV1gp1@1724740--NNT,NC_001436.1@HTLV1gp1@1724740 (.),NNT (ENSG00000112992.18),PR-Myvrcc,ACH-000612,6,65758,0.1012819937157899,1,3,2,./+,+/+,.
31110,NC_001436.1@HTLV1gp1@1724740--RP11-259G3.1,NC_001436.1@HTLV1gp1@1724740 (.),RP11-259G3.1 (ENSG00000287372.1),PR-Myvrcc,ACH-000612,44,65599,0.7427346205824592,7,21,16,./+,-/-,.
31111,NC_001436.1@HTLV1gp1@1724740--RUNX1,RUNX1 (ENSG00000159216.19),NC_001436.1@HTLV1gp1@1724740 (.),PR-Myvrcc,ACH-000612,13,65566,0.21944431971754477,6,2,5,-/.,./.,.
31112,NC_001436.1@HTLV1gp1@1724740--SCCPDH,NC_001436.1@HTLV1gp1@1724740 (.),SCCPDH (ENSG00000143653.10),PR-Myvrcc,ACH-000612,12,66076,0.2025639874315798,6,5,1,./+,+/+,.
31113,NC_001436.1@HTLV1gp1@1724740--SMPD4,NC_001436.1@HTLV1gp1@1724740 (.),SMPD4 (ENSG00000136699.20),PR-Myvrcc,ACH-000612,64,66449,1.0803412663017589,6,32,26,./+,-/-,.
31114,NC_001436.1@HTLV1gp1@1724740--ZBTB44,NC_001436.1@HTLV1gp1@1724740 (.),ZBTB44 (ENSG00000196323.14),PR-Myvrcc,ACH-000612,27,65648,0.4557689717210545,1,17,9,./+,-/-,.
31115,PARP6--PARP6,PARP6 (ENSG00000137817.17),PARP6 (ENSG00000137817.17),PR-Myvrcc,ACH-000612,5,24,0.08440166142982491,0,2,3,-/-,-/-,.
31116,RNU1-78P--SORD,RNU1-78P (.),SORD (ENSG00000140263.15),PR-Myvrcc,ACH-000612,355,2045,5.992517961517569,86,168,101,./+,+/+,.
31117,RP11-706O15.1--RP11-706O15.1,RP11-706O15.1 (ENSG00000285756.2),RP11-706O15.1 (ENSG00000285756.2),PR-Myvrcc,ACH-000612,6,112,0.1012819937157899,5,1,0,-/-,-/-,.
31118,STRN4--STRN4,STRN4 (ENSG00000090372.15),STRN4 (ENSG00000090372.15),PR-Myvrcc,ACH-000612,216,953,3.646151773768436,83,75,58,-/-,-/-,.
31119,TFAM--TFAM,TFAM (ENSG00000108064.11),TFAM (.),PR-Myvrcc,ACH-000612,3,92,0.05064099685789495,1,0,2,+/.,./.,.
31120,AC013271.7--GCC2-AS1,GCC2-AS1 (ENSG00000214184.3),AC013271.7 (ENSG00000284337.1),PR-QLMBpH,ACH-000613,3,65,0.045989665876799264,0,1,2,-/+,+/+,.
31121,AC019048.1--LRP5,LRP5 (ENSG00000162337.12),AC019048.1 (.),PR-QLMBpH,ACH-000613,233,710,3.571864049764743,35,115,83,+/+,./-,out-of-frame
31122,ACIN1--ACIN1,ACIN1 (ENSG00000100813.15),ACIN1 (ENSG00000100813.15),PR-QLMBpH,ACH-000613,124,937,1.9009061895743695,37,87,0,-/-,-/-,in-frame
31123,ACTN1--ACTN4,ACTN1 (ENSG00000072110.16),ACTN4 (ENSG00000130402.13),PR-QLMBpH,ACH-000613,4,16949,0.061319554502399023,2,0,2,-/-,+/+,in-frame
31124,AF131217.1--TANC1,TANC1 (ENSG00000115183.15),AF131217.1 (ENSG00000232855.7),PR-QLMBpH,ACH-000613,10,195,0.15329888625599755,1,3,6,+/+,-/+,out-of-frame
31125,ANKS1B--LINC02403,LINC02403 (ENSG00000257541.1),ANKS1B (ENSG00000185046.19),PR-QLMBpH,ACH-000613,9,28,0.1379689976303978,3,1,5,+/+,-/-,.
31126,ANKS1B--RP1-223B1.1,ANKS1B (ENSG00000185046.19),RP1-223B1.1 (ENSG00000228793.2),PR-QLMBpH,ACH-000613,4,10,0.061319554502399023,3,1,0,-/-,-/+,out-of-frame
31127,BOLA2B--SMG1P3,BOLA2B (ENSG00000169627.9),SMG1P3 (ENSG00000180747.15),PR-QLMBpH,ACH-000613,3,1452,0.045989665876799264,0,2,1,-/-,-/-,.
31128,CABP7--MTMR3,MTMR3 (ENSG00000100330.16),CABP7 (ENSG00000100314.4),PR-QLMBpH,ACH-000613,16,110,0.2452782180095961,2,5,9,+/+,+/+,.
31129,CADM1--SYT12,CADM1 (ENSG00000182985.18),SYT12 (ENSG00000173227.14),PR-QLMBpH,ACH-000613,3,280,0.045989665876799264,3,0,0,-/-,+/+,out-of-frame
31130,CASK--RP11-173M1.4,CASK (ENSG00000147044.23),RP11-173M1.4 (.),PR-QLMBpH,ACH-000613,14,446,0.21461844075839656,5,7,2,-/-,./+,out-of-frame
31131,CASK--RP11-173M1.4,CASK (ENSG00000147044.23),RP11-173M1.4 (ENSG00000266313.2),PR-QLMBpH,ACH-000613,7,427,0.10730922037919828,2,0,5,-/-,+/+,out-of-frame
31132,CASK--RP11-173M1.4,CASK (ENSG00000147044.23),RP11-173M1.4 (ENSG00000266313.2),PR-QLMBpH,ACH-000613,3,466,0.045989665876799264,0,1,2,-/-,+/+,stop-codon
31133,CENATAC--FOXR1,FOXR1 (ENSG00000176302.13),CENATAC (ENSG00000186166.9),PR-QLMBpH,ACH-000613,9,1715,0.1379689976303978,2,4,3,+/+,+/+,in-frame
31134,CENATAC--PAFAH1B2,PAFAH1B2 (ENSG00000168092.14),CENATAC (ENSG00000186166.9),PR-QLMBpH,ACH-000613,48,12057,0.7358346540287882,9,13,26,+/+,+/+,.
31135,CENATAC--PAFAH1B2,PAFAH1B2 (ENSG00000168092.14),CENATAC (ENSG00000186166.9),PR-QLMBpH,ACH-000613,55,3839,0.8431438744079865,9,7,39,+/+,+/+,in-frame
31136,CENATAC--PAFAH1B2,PAFAH1B2 (ENSG00000168092.14),CENATAC (ENSG00000186166.9),PR-QLMBpH,ACH-000613,36,4004,0.5518759905215912,15,3,18,+/+,+/+,out-of-frame
31137,CENATAC--RP11-831A10.3,CENATAC (ENSG00000186166.9),RP11-831A10.3 (.),PR-QLMBpH,ACH-000613,189,516,2.897348950238354,68,40,81,+/+,./-,stop-codon
31138,CHCHD3--RP1-309H15.2,CHCHD3 (ENSG00000106554.13),RP1-309H15.2 (ENSG00000228772.2),PR-QLMBpH,ACH-000613,22,1049,0.3372575497631946,5,4,13,-/-,-/-,out-of-frame
31139,CNTN5--PKNOX2,PKNOX2 (ENSG00000165495.16),CNTN5 (ENSG00000149972.11),PR-QLMBpH,ACH-000613,5,14,0.07664944312799878,0,5,0,+/+,+/+,.
31140,COLCA1--MIR100HG,COLCA1 (ENSG00000196167.10),MIR100HG (ENSG00000255248.9),PR-QLMBpH,ACH-000613,34,39,0.5212162132703917,17,8,9,-/-,-/-,.
31141,COLCA1--SIK3,SIK3 (ENSG00000160584.17),COLCA1 (ENSG00000196167.10),PR-QLMBpH,ACH-000613,112,199,1.7169475260671725,37,55,20,-/-,-/-,out-of-frame
31142,CTD-2062A1.3--UBE2D2,UBE2D2 (ENSG00000131508.16),CTD-2062A1.3 (.),PR-QLMBpH,ACH-000613,107,773,1.6402980829391738,30,59,18,+/+,./+,out-of-frame
31143,DLEU2--PHC2,DLEU2 (ENSG00000231607.13),PHC2 (ENSG00000134686.19),PR-QLMBpH,ACH-000613,5,43,0.07664944312799878,3,2,0,-/-,-/+,.
31144,DPYSL3--FMNL2,DPYSL3 (ENSG00000113657.13),FMNL2 (ENSG00000157827.20),PR-QLMBpH,ACH-000613,69,731,1.057762315166383,13,25,31,-/-,+/+,in-frame
31145,EPHA5--TTC3,TTC3 (ENSG00000182670.13),EPHA5 (ENSG00000145242.14),PR-QLMBpH,ACH-000613,3,206,0.045989665876799264,0,3,0,+/+,-/-,.
31146,EPHA5--TTC3,TTC3 (ENSG00000182670.13),EPHA5 (ENSG00000145242.14),PR-QLMBpH,ACH-000613,60,171,0.9197933175359853,17,25,18,+/+,-/-,out-of-frame
31147,ERG--LINC00240,ERG (ENSG00000157554.19),LINC00240 (ENSG00000224843.8),PR-QLMBpH,ACH-000613,7,51,0.10730922037919828,3,2,2,-/-,+/+,out-of-frame
31148,ERG--RP11-373D17.4,RP11-373D17.4 (ENSG00000287966.1),ERG (ENSG00000157554.19),PR-QLMBpH,ACH-000613,5,32,0.07664944312799878,3,2,0,-/-,-/+,.
31149,EXOC2--MET,EXOC2 (ENSG00000112685.14),MET (ENSG00000105976.16),PR-QLMBpH,ACH-000613,33,713,0.5058863246447919,11,20,2,-/-,+/+,.
31150,FAM169B--MEF2A,MEF2A (ENSG00000068305.17),FAM169B (ENSG00000283597.3),PR-QLMBpH,ACH-000613,49,274,0.751164542654388,10,25,14,+/+,-/+,.
31151,FAM85B--RP11-419I17.1,FAM85B (ENSG00000253893.2),RP11-419I17.1 (ENSG00000283674.3),PR-QLMBpH,ACH-000613,5,177,0.07664944312799878,1,2,2,-/-,-/+,.
31152,FOXR1--PAFAH1B2,PAFAH1B2 (ENSG00000168092.14),FOXR1 (ENSG00000176302.13),PR-QLMBpH,ACH-000613,456,15465,6.990429213273488,69,56,331,+/+,+/+,.
31153,FOXR1--PAFAH1B2,PAFAH1B2 (ENSG00000168092.14),FOXR1 (ENSG00000176302.13),PR-QLMBpH,ACH-000613,1202,11251,18.426526127970906,302,300,600,+/+,+/+,out-of-frame
31154,FSHR--TTC7A,TTC7A (ENSG00000068724.17),FSHR (ENSG00000170820.12),PR-QLMBpH,ACH-000613,24,208,0.3679173270143941,9,5,10,+/+,-/-,in-frame
31155,GCC2-AS1--LIMS3,GCC2-AS1 (ENSG00000214184.3),LIMS3 (ENSG00000256977.12),PR-QLMBpH,ACH-000613,3,65,0.045989665876799264,0,1,2,-/+,+/+,.
31156,GPHN--MPP5,MPP5 (ENSG00000072415.10),GPHN (ENSG00000171723.16),PR-QLMBpH,ACH-000613,3,545,0.045989665876799264,1,1,1,+/+,+/+,in-frame
31157,GRAMD1B--SC5D,GRAMD1B (ENSG00000023171.19),SC5D (.),PR-QLMBpH,ACH-000613,32,40,0.4905564360191922,9,1,22,+/+,./+,.
31158,HIPK2--LINC01622,HIPK2 (ENSG00000064393.16),LINC01622 (ENSG00000286785.1),PR-QLMBpH,ACH-000613,122,353,1.8702464123231701,39,51,32,-/-,-/+,out-of-frame
31159,HIPK2--STARD4-AS1,HIPK2 (ENSG00000064393.16),STARD4-AS1 (ENSG00000246859.3),PR-QLMBpH,ACH-000613,32,498,0.4905564360191922,11,8,13,-/-,+/+,out-of-frame
31160,HNRNPA1--HNRNPA3,HNRNPA1 (ENSG00000135486.19),HNRNPA3 (ENSG00000170144.21),PR-QLMBpH,ACH-000613,3,28043,0.045989665876799264,0,2,1,+/+,+/+,in-frame
31161,IL10RA--UBASH3B,UBASH3B (ENSG00000154127.10),IL10RA (ENSG00000110324.11),PR-QLMBpH,ACH-000613,41,777,0.6285254336495899,6,19,16,+/+,+/+,out-of-frame
31162,INPP5A--LINC02870,INPP5A (ENSG00000068383.19),LINC02870 (ENSG00000180066.10),PR-QLMBpH,ACH-000613,17,25,0.26060810663519585,8,3,6,+/+,+/+,.
31163,INPP5A--LINC02870,INPP5A (ENSG00000068383.19),LINC02870 (ENSG00000180066.10),PR-QLMBpH,ACH-000613,8,96,0.12263910900479805,0,7,1,+/+,+/+,out-of-frame
31164,KSR1--KSR1,KSR1 (ENSG00000141068.14),KSR1 (ENSG00000141068.14),PR-QLMBpH,ACH-000613,30,458,0.4598966587679926,12,11,7,+/+,+/-,out-of-frame
31165,LINC00161--TANC1,TANC1 (ENSG00000115183.15),LINC00161 (ENSG00000226935.6),PR-QLMBpH,ACH-000613,8,198,0.12263910900479805,6,2,0,+/+,+/+,out-of-frame
31166,LINC01151--ZHX2,LINC01151 (ENSG00000253819.2),ZHX2 (ENSG00000178764.8),PR-QLMBpH,ACH-000613,12,14,0.18395866350719706,2,8,2,-/.,+/.,.
31167,LINC01622--STARD4-AS1,STARD4-AS1 (ENSG00000246859.3),LINC01622 (ENSG00000286785.1),PR-QLMBpH,ACH-000613,64,118,0.9811128720383844,30,17,17,+/.,-/.,.
31168,LINC01823--NIFK,NIFK (ENSG00000155438.12),LINC01823 (.),PR-QLMBpH,ACH-000613,56,833,0.8584737630335862,17,14,25,-/-,./-,out-of-frame
31169,LINC02698--SIK3,SIK3 (ENSG00000160584.17),LINC02698 (ENSG00000256717.1),PR-QLMBpH,ACH-000613,4,134,0.061319554502399023,0,3,1,-/-,+/-,out-of-frame
31170,MIR100HG--SORL1,SORL1 (ENSG00000137642.13),MIR100HG (ENSG00000255248.9),PR-QLMBpH,ACH-000613,11,55,0.1686287748815973,2,5,4,+/+,-/+,out-of-frame
31171,NUP210L--SORL1,SORL1 (ENSG00000137642.13),NUP210L (ENSG00000143552.9),PR-QLMBpH,ACH-000613,9,54,0.1379689976303978,4,3,2,+/+,-/+,out-of-frame
31172,PAFAH1B2--UPK2,PAFAH1B2 (ENSG00000168092.14),UPK2 (.),PR-QLMBpH,ACH-000613,69,3399,1.057762315166383,33,14,22,+/+,./+,out-of-frame
31173,PAFAH1B2--Y_RNA,PAFAH1B2 (ENSG00000168092.14),Y_RNA (.),PR-QLMBpH,ACH-000613,109,3562,1.6709578601903734,97,12,0,+/+,./+,out-of-frame
31174,PHF20L1--TMEM71,PHF20L1 (ENSG00000129292.21),TMEM71 (ENSG00000165071.15),PR-QLMBpH,ACH-000613,5,127,0.07664944312799878,3,2,0,+/+,-/+,out-of-frame
31175,PRDM4--RP11-58A17.2,PRDM4 (ENSG00000110851.12),RP11-58A17.2 (.),PR-QLMBpH,ACH-000613,55,292,0.8431438744079865,18,21,16,-/-,./+,out-of-frame
31176,RP11-107G24.3--ZNF669,RP11-107G24.3 (.),ZNF669 (ENSG00000188295.15),PR-QLMBpH,ACH-000613,3,83,0.045989665876799264,0,1,2,./.,-/.,.
31177,RP11-706O15.1--RP11-706O15.1,RP11-706O15.1 (ENSG00000285756.2),RP11-706O15.1 (ENSG00000285756.2),PR-QLMBpH,ACH-000613,15,185,0.2299483293839963,14,1,0,-/-,-/-,.
31178,RP11-716H6.2--SORL1,SORL1 (ENSG00000137642.13),RP11-716H6.2 (ENSG00000255219.1),PR-QLMBpH,ACH-000613,11,55,0.1686287748815973,2,5,4,+/+,+/+,out-of-frame
31179,SC5D--VPS45,VPS45 (ENSG00000136631.15),SC5D (.),PR-QLMBpH,ACH-000613,3,479,0.045989665876799264,2,0,1,+/+,./-,out-of-frame
31180,SC5D--VPS45,VPS45 (ENSG00000136631.15),SC5D (ENSG00000109929.10),PR-QLMBpH,ACH-000613,6,1621,0.09197933175359853,1,1,4,+/+,+/+,in-frame
31181,SC5D--VPS45,VPS45 (ENSG00000136631.15),SC5D (ENSG00000109929.10),PR-QLMBpH,ACH-000613,6,1516,0.09197933175359853,1,1,4,+/+,+/+,out-of-frame
31182,SGMS2--SLC2A9,SGMS2 (ENSG00000164023.14),SLC2A9 (ENSG00000109667.12),PR-QLMBpH,ACH-000613,5,36,0.07664944312799878,2,2,1,+/+,-/-,.
31183,SYT1--USP15,USP15 (ENSG00000135655.16),SYT1 (ENSG00000067715.14),PR-QLMBpH,ACH-000613,2,343,0.030659777251199512,0,2,0,+/+,+/+,stop-codon
31184,TECTA--TMEM25,TMEM25 (ENSG00000149582.16),TECTA (ENSG00000109927.11),PR-QLMBpH,ACH-000613,4,40,0.061319554502399023,1,1,2,+/+,+/+,in-frame
31185,TFAM--TFAM,TFAM (ENSG00000108064.11),TFAM (.),PR-QLMBpH,ACH-000613,4,142,0.061319554502399023,2,0,2,+/.,./.,.
31186,THAP12--UBE3A,THAP12 (ENSG00000137492.9),UBE3A (ENSG00000114062.22),PR-QLMBpH,ACH-000613,13,33,0.1992885521327968,10,2,1,-/.,-/.,.
31187,THAP12--UBE3A,UBE3A (ENSG00000114062.22),THAP12 (ENSG00000137492.9),PR-QLMBpH,ACH-000613,5,33,0.07664944312799878,2,1,2,-/-,-/+,.
31188,TMPRSS13--UBASH3B,TMPRSS13 (.),UBASH3B (ENSG00000154127.10),PR-QLMBpH,ACH-000613,20,36,0.3065977725119951,1,9,10,./.,+/.,.
31189,TUBB--TUBB2B,TUBB2B (ENSG00000137285.11),TUBB (ENSG00000196230.14),PR-QLMBpH,ACH-000613,2,19008,0.030659777251199512,0,1,1,-/-,+/+,in-frame
31190,AC004540.4--ZNF252P-AS1,ZNF252P-AS1 (ENSG00000255559.1),AC004540.4 (ENSG00000225792.2),PR-CvQdJR,ACH-000614,3,2049,0.044957745339099416,1,1,1,+/+,-/-,.
31191,AC083899.3--MIR4435-2HG,MIR4435-2HG (ENSG00000172965.17),AC083899.3 (ENSG00000204745.4),PR-CvQdJR,ACH-000614,3,6,0.044957745339099416,1,0,2,-/-,+/+,.
31192,AC092614.2--OLA1,OLA1 (ENSG00000138430.16),AC092614.2 (ENSG00000227542.1),PR-CvQdJR,ACH-000614,4,937,0.05994366045213255,0,1,3,-/-,-/+,.
31193,ACSL4--DMD,DMD (ENSG00000198947.18),ACSL4 (.),PR-CvQdJR,ACH-000614,2,12,0.029971830226066275,2,0,0,-/-,./-,out-of-frame
31194,ACSL4--SETP15,ACSL4 (ENSG00000068366.21),SETP15 (.),PR-CvQdJR,ACH-000614,4,214,0.05994366045213255,0,2,2,-/-,./+,.
31195,ACTR6--UHRF1BP1L,ACTR6 (ENSG00000075089.10),UHRF1BP1L (ENSG00000111647.13),PR-CvQdJR,ACH-000614,2,59,0.029971830226066275,1,0,1,+/+,-/-,stop-codon
